id,lat,lon
3376773776,26.5670422,37.9443978
3376773777,26.5668186,37.9429581
3376773778,26.5662182,37.9430823
3376773779,26.5661613,37.9431283
3376773780,26.5661011,37.9432168
3376773781,26.5660536,37.9433301
3376773782,26.5659365,37.9437194
3376773783,26.5658352,37.9442503
3376773784,26.5657877,37.9446431
3376773785,26.5657909,37.9451209
3376773787,26.5658954,37.9438716
3376773788,26.5653734,37.9436852
3376773789,26.5680833,37.9441942
3376773790,26.5675445,37.9442995
3376773792,26.5676316,37.9448381
3376776193,26.5658026,37.9452202
3377477294,26.571465,37.9451507
3377477295,26.5714844,37.9453017
3377485110,26.5695921,37.9430472
3377485111,26.5680785,37.9433446
3377485112,26.5687374,37.9432151
3377485113,26.568549,37.9419514
3377485118,26.5697889,37.9442681
3377485119,26.5682849,37.9445915
3377485120,26.5685915,37.9432438
3377485121,26.5687909,37.9444827
3377485122,26.5683896,37.9432835
3377485123,26.5686022,37.9445232
3377485128,26.5696276,37.9423983
3377485129,26.5710052,37.9421163
3377485131,26.5713429,37.9441098
3377485133,26.5713074,37.9420546
3377485134,26.5715225,37.9420053
3377485137,26.5712487,37.9435537
3377485138,26.5683797,37.9418476
3377485140,26.5695685,37.9404234
3377485141,26.5693994,37.9393385
3377485142,26.5681046,37.9401511
3377485143,26.5685735,37.9398569
3377485144,26.5688585,37.9417522
3377485146,26.5701433,37.940867
3377485148,26.5698881,37.9392086
3377485149,26.5710445,37.9389664
3377485150,26.5714075,37.941244
3377485151,26.5711301,37.9395036
3377485152,26.5699703,37.9397427
3377485153,26.5713149,37.9406487
3377485154,26.5687691,37.9411576
3377485155,26.5703095,37.940836
3377485156,26.5704114,37.9414426
3377485157,26.5700588,37.9403182
3377485158,26.5686871,37.9406126
3377485159,26.5691154,37.9405207
3377485160,26.5689622,37.9396129
